"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"12613",12834,"Speed Kings","XB",2003,"Racing","Acclaim Entertainment",0.04,0.01,0,0,0.05
"12614",9965,"NHL Powerplay '96","PS",1996,"Sports","Virgin Interactive",0.06,0.04,0,0.01,0.12
"12615",3059,"Naruto Shippuden: Ultimate Ninja 4","PS2",2007,"Fighting","Atari",0.26,0.01,0.13,0.26,0.66
"12616",15084,"X3: Terran War Pack","PC",2012,"Misc","Deep Silver",0,0.02,0,0,0.02
"12617",9622,"Cloudy With a Chance of Meatballs","Wii",2009,"Platform","Ubisoft",0.11,0,0,0.01,0.13
"12618",5316,"Saban's Power Rangers: Lightspeed Rescue","PS",2000,"Action","THQ",0.19,0.13,0,0.02,0.35
"12619",2866,"Top Spin 4","PS3",2011,"Sports","Take-Two Interactive",0.17,0.4,0,0.14,0.71
"12620",131,"Pokémon Emerald Version","GBA",2004,"Role-Playing","Nintendo",2.57,1.58,2.06,0.21,6.41
"12621",15043,"Winning Post 8 2015","PSV",2015,"Action","Tecmo Koei",0,0,0.02,0,0.02
"12622",12020,"Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!","DS",2010,"Action","Namco Bandai Games",0,0,0.07,0,0.07
"12623",8061,"Let's TAP","Wii",2008,"Misc","Sega",0.09,0.06,0.01,0.02,0.18
"12624",9121,"Dead to Rights","GC",2002,"Shooter","Electronic Arts",0.11,0.03,0,0,0.14
"12625",13958,"Rugby 08","PS2",2007,"Sports","Electronic Arts",0.02,0.01,0,0,0.04
"12626",14131,"Zatch Bell! Electric Arena","GBA",2003,"Fighting","Banpresto",0.02,0.01,0,0,0.03
"12627",1328,"Game de Hakken!! Tamagotchi 2","GB",1997,"Simulation","Namco Bandai Games",0,0,1.44,0.01,1.45
"12628",15652,"Canada Hunt","Wii",2010,"Sports","Virtual Play Games",0.02,0,0,0,0.02
"12629",11466,"Wolfenstein: The Old Blood","PC",2015,"Action","Bethesda Softworks",0,0.08,0,0,0.08
"12630",14532,"Star Wars: The Force Unleashed II","PC",2010,"Action","LucasArts",0.03,0,0,0,0.03
"12631",2725,"Rockstar Games presents Table Tennis","X360",2006,"Sports","Take-Two Interactive",0.28,0.39,0,0.09,0.76
"12632",668,"The Incredibles","PS2",2004,"Action","THQ",0.96,1.08,0.04,0.3,2.37
"12633",16157,"Bratz: Forever Diamondz","PS2",2006,"Adventure","THQ",0.01,0.01,0,0,0.01
"12634",9472,"Lovely Lisa and Friends","DS",2010,"Simulation","Tomy Corporation",0.12,0,0,0.01,0.13
"12635",3858,"Tomb Raider: Legend","PS2",2006,"Action","Eidos Interactive",0.25,0.19,0.02,0.06,0.52
"12636",3608,"Madagascar: Escape 2 Africa","Wii",2008,"Action","Activision",0.32,0.18,0,0.05,0.56
"12637",6331,"Sengoku Basara 4","PS3",2014,"Action","Capcom",0,0,0.27,0,0.27
"12638",3023,"Spice World","PS",1998,"Action","Sony Computer Entertainment",0.37,0.25,0,0.04,0.67
"12639",252,"Zelda II: The Adventure of Link","NES",1987,"Adventure","Nintendo",2.19,0.5,1.61,0.08,4.38
"12640",7690,"Super Baseball Simulator 1.000","SNES",1991,"Sports","Culture Brain",0,0,0.2,0,0.2
"12641",11148,"RollerCoaster Tycoon 3: Platinum","PC",2005,"Strategy","Atari",0.01,0.06,0,0.01,0.09
"12642",10107,"Pimp My Ride","Wii",2008,"Racing","Activision",0.1,0,0,0.01,0.11
"12643",2059,"PES 2009: Pro Evolution Soccer","X360",2008,"Sports","Konami Digital Entertainment",0.13,0.76,0.03,0.09,1
"12644",6066,"Trivial Pursuit","PS3",2009,"Misc","Electronic Arts",0.12,0.12,0,0.05,0.29
"12645",11979,"Emergency 2012","PC",2010,"Simulation","Deep Silver",0.01,0.04,0,0.01,0.07
"12646",8413,"Backyard Wrestling: Don't Try This at Home","XB",2003,"Fighting","Eidos Interactive",0.13,0.04,0,0.01,0.17
"12647",5146,"Bottom of the 9th","N64",1999,"Sports","Konami Digital Entertainment",0.37,0,0,0,0.37
"12648",9664,"Peter Jacobsen's Golden Tee Golf","PS",2000,"Sports","Infogrames",0.07,0.05,0,0.01,0.12
"12649",4336,"Karaoke Revolution Presents American Idol Encore","Wii",2008,"Misc","Konami Digital Entertainment",0.42,0,0,0.03,0.45
"12650",5089,"Alien: Isolation","PS3",2014,"Shooter","Sega",0.12,0.19,0,0.07,0.37
"12651",6656,"Madagascar: Escape 2 Africa","X360",2008,"Action","Activision",0.12,0.1,0,0.03,0.25
"12652",8576,"Our House","DS",2009,"Strategy","Majesco Entertainment",0.15,0,0,0.01,0.16
"12653",11128,"Dreamer Series: Teacher","DS",2009,"Simulation","Deep Silver",0.08,0,0,0.01,0.09
"12654",13991,"Fatal Fury: Battle Archives Volume 1","PS2",2006,"Fighting","Ignition Entertainment",0.02,0.01,0,0,0.04
"12655",15651,"Tail of the Sun","PS",1996,"Role-Playing","ArtDink",0.01,0.01,0,0,0.02
"12656",13358,"Test Drive: Ferrari Legends","X360",2012,"Racing","Atari",0.04,0,0,0,0.05
"12657",6107,"Rugby World Cup 2011","X360",2011,"Sports","505 Games",0.03,0.21,0,0.04,0.28
"12658",13172,"Pro Cycling Manager 2016","PS4",2016,"Sports","Focus Home Interactive",0,0.04,0,0.01,0.05
"12659",10204,"Sesame Street: Ready, Set, Grover!","Wii",2011,"Misc","Warner Bros. Interactive Entertainment",0.1,0,0,0.01,0.11
"12660",10872,"Wordmaster","DS",2008,"Strategy","Zoo Digital Publishing",0.09,0,0,0.01,0.09
"12661",5111,"Reel Fishing III","PS2",2003,"Sports","Natsume",0.18,0.14,0,0.05,0.37
"12662",8658,"Mugen Souls","PS3",2012,"Role-Playing","Nippon Ichi Software",0.04,0.03,0.08,0.01,0.16
"12663",5028,"Metal Gear Solid: Snake Eater 3D","3DS",2012,"Action","Konami Digital Entertainment",0.15,0.11,0.1,0.02,0.38
"12664",11576,"Sherlock Holmes: Crimes & Punishments","PS3",2014,"Adventure","Focus Home Interactive",0.03,0.04,0,0.01,0.08
"12665",5162,"NCAA Football 07","PSP",2006,"Sports","Electronic Arts",0.34,0,0,0.03,0.37
"12666",9302,"Vampire Night","PS2",2001,"Shooter","Sony Computer Entertainment",0.07,0.05,0,0.02,0.14
"12667",15963,"So-Ra-No-Wo-To: Otome no Gojuusou","PSP",2010,"Adventure","Compile Heart",0,0,0.02,0,0.02
"12668",14279,".hack: Sekai no Mukou ni + Versus","PS3",2012,"Action","Namco Bandai Games",0,0,0.03,0,0.03
"12669",11523,"Doraemon: Nobita and the Island of Miracles","3DS",2012,"Action","FuRyu",0,0,0.08,0,0.08
"12670",1903,"NCAA Football 13","X360",2012,"Action","Electronic Arts",1.02,0,0,0.06,1.08
"12671",2798,"Classic NES Series: Donkey Kong","GBA",2004,"Platform","Nintendo",0.4,0.15,0.17,0.01,0.73
"12672",4223,"Dance Dance Revolution: Mario Mix","GC",2005,"Misc","Nintendo",0.36,0.09,0,0.01,0.47
"12673",9458,"Naruto Shippuden: Kizuna Drive","PSP",2010,"Action","Namco Bandai Games",0.04,0.02,0.05,0.02,0.13
"12674",11121,"Sniper Elite","XB",2005,"Shooter","Ubisoft",0.07,0.02,0,0,0.09
"12675",14411,"Empire Earth II","PC",2005,"Strategy","Vivendi Games",0,0.03,0,0,0.03
"12676",468,"Gears of War: Ultimate Edition","XOne",2015,"Shooter","Microsoft Game Studios",2.38,0.32,0,0.31,3
"12677",13561,"428: Fuusa Sareta Shibuya de","PSP",2009,"Adventure","Spike",0,0,0.04,0,0.04
"12678",10552,"Draglade","DS",2007,"Fighting","505 Games",0.09,0,0,0.01,0.1
"12679",4123,"Two Worlds II","PS3",2011,"Role-Playing","Unknown",0.26,0.11,0.06,0.05,0.48
"12680",5294,"Bloody Roar 3","PS2",2001,"Fighting","Virgin Interactive",0.15,0.11,0.05,0.04,0.35
"12681",1601,"Transformers: Autobots / Decepticons","DS",2007,"Action","Activision",1.12,0.03,0,0.09,1.24
"12682",4598,"Harry Potter and the Deathly Hallows - Part 1","DS",2010,"Action","Electronic Arts",0.2,0.19,0,0.04,0.42
"12683",1099,"Dying Light","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.63,0.66,0.11,0.26,1.66
"12684",7700,"Shiren the Wanderer","Wii",2008,"Role-Playing","Sega",0.08,0,0.11,0.01,0.2
"12685",7397,"Prince of Persia: Revelations","PSP",2005,"Adventure","Ubisoft",0.18,0.01,0,0.02,0.21
"12686",12296,"Fist of the North Star: Ken's Rage 2","X360",2012,"Fighting","Tecmo Koei",0.03,0.01,0.02,0,0.06
"12687",9450,"How to Train Your Dragon 2","PS3",2014,"Adventure","Little Orbit",0.03,0.08,0,0.02,0.13
"12688",6358,"Mat Hoffman's Pro BMX","GBA",2001,"Sports","Activision",0.19,0.07,0,0,0.27
"12689",10547,"Hunter: The Reckoning","GC",2002,"Action","Virgin Interactive",0.08,0.02,0,0,0.1
"12690",1704,"Pokemon Super Mystery Dungeon","3DS",2015,"Role-Playing","Nintendo",0.46,0.31,0.33,0.08,1.19
"12691",16379,"Super Bubble Pop","XB",2002,"Puzzle","Jaleco",0.01,0,0,0,0.01
"12692",12075,"Classic Action: Devilish","DS",2005,"Misc","505 Games",0.06,0,0,0,0.07
"12693",12680,"The Amazing Spider-Man 2 (2014)","WiiU",2014,"Action","Activision",0.03,0.02,0,0,0.06
"12694",15545,"Snow Portable","PSP",2007,"Adventure","Prototype",0,0,0.02,0,0.02
"12695",15661,"Song of the Deep","PC",2016,"Action","Insomniac Games",0.02,0,0,0,0.02
"12696",5138,"Bionic Commando","PS3",2009,"Platform","Capcom",0.12,0.17,0.01,0.07,0.37
"12697",3385,"Hot Wheels: Stunt Track Challenge","PS2",2004,"Racing","THQ",0.29,0.23,0,0.08,0.59
"12698",3231,"NHL 2001","PS",2000,"Sports","Electronic Arts",0.35,0.24,0,0.04,0.63
"12699",16526,"Style Book: Cinnamoroll","DS",2006,"Misc","Namco Bandai Games",0,0,0.01,0,0.01
"12700",1388,"Battlefield 4","PC",2013,"Shooter","Electronic Arts",0.38,0.86,0,0.16,1.4
"12701",4828,"RR64: Ridge Racer 64","N64",1999,"Racing","Nintendo",0.32,0.07,0,0,0.4
"12702",2542,"The Legend of Zelda: Four Swords Adventures","GC",2004,"Action","Nintendo",0.63,0.16,0,0.02,0.81
"12703",878,"Def Jam Vendetta","PS2",2003,"Fighting","Electronic Arts",0.95,0.74,0,0.25,1.94
"12704",12672,"Teenage Mutant Ninja Turtles II: Back from the Sewers","GB",1991,"Action","Konami Digital Entertainment",0,0,0.06,0,0.06
"12705",10923,"Dragon Ball Kai: Ultimate Butouden","DS",2011,"Fighting","Namco Bandai Games",0,0,0.09,0,0.09
"12706",5836,"Army Men World War: Land, Sea, Air","PS",2000,"Action","3DO",0.17,0.12,0,0.02,0.3
"12707",418,"L.A. Noire","PS3",2011,"Adventure","Take-Two Interactive",1.27,1.33,0.12,0.51,3.23
"12708",9753,"San Goku Shi V","SAT",1996,"Strategy","Tecmo Koei",0,0,0.12,0,0.12
"12709",8313,"Jillian Michaels Fitness Ultimatum 2011","Wii",2010,"Sports","D3Publisher",0.16,0,0,0.01,0.17
"12710",16260,"Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita","PS3",2009,"Role-Playing","Nippon Ichi Software",0,0,0.01,0,0.01
"12711",15212,"So Blonde","PC",2008,"Adventure","Eidos Interactive",0,0.02,0,0,0.02
"12712",2020,"NCAA March Madness 2004","PS2",2003,"Sports","Electronic Arts",0.5,0.39,0,0.13,1.03
"12713",5844,"Jumping Flash!","PS",1995,"Platform","Sony Computer Entertainment",0.05,0.03,0.21,0.02,0.3
"12714",14871,"Let's Dance with Mel B","Wii",2011,"Sports","Black Bean Games",0,0.02,0,0,0.03
"12715",14472,"Lords of the Fallen","PC",2014,"Role-Playing","Square Enix",0,0.03,0,0,0.03
"12716",16393,"World Snooker Championship 2007","X360",2007,"Sports","Sega",0,0.01,0,0,0.01
"12717",6419,"Ninja Gaiden Sigma","PSV",2012,"Action","Tecmo Koei",0.13,0.06,0.04,0.04,0.27
"12718",16286,"The Chronicles of Riddick: Assault on Dark Athena","PC",2009,"Shooter","Vivendi Games",0,0.01,0,0,0.01
"12719",7838,"Naruto: Ninja Destiny","DS",2006,"Fighting","Namco Bandai Games",0.02,0.01,0.16,0,0.19
"12720",14272,"River King: Mystic Valley (jp sales)","DS",2007,"Sports","Rising Star Games",0,0,0.03,0,0.03
"12721",3439,"Mega Man X7","PS2",2003,"Action","Capcom",0.22,0.17,0.14,0.06,0.58
"12722",9874,"Ed, Edd n Eddy: The Mis-Edventures","GBA",2005,"Platform","Midway Games",0.08,0.03,0,0,0.12
"12723",10689,"Generator Rex: Agent of Providence","3DS",2011,"Action","Activision",0.07,0.02,0,0.01,0.1
"12724",66,"Halo 4","X360",2012,"Shooter","Microsoft Game Studios",6.63,2.36,0.04,0.73,9.76
"12725",845,"Forza Horizon","X360",2012,"Racing","Microsoft Game Studios",0.82,0.98,0.04,0.18,2.02
"12726",6855,"Grand Slam Tennis 2","PS3",2012,"Sports","Electronic Arts",0.09,0.11,0,0.04,0.24
"12727",2316,"Samba De Amigo","Wii",2008,"Misc","Sega",0.42,0.37,0.01,0.1,0.9
"12728",14396,"Dr. Muto","GC",2002,"Platform","Midway Games",0.02,0.01,0,0,0.03
"12729",1558,"Atlantis","2600",1981,"Shooter","Imagic",1.18,0.08,0,0.01,1.27
"12730",4482,"SingStar Motown","PS2",2009,"Misc","Sony Computer Entertainment",0,0.06,0,0.38,0.44
"12731",3407,"2002 FIFA World Cup","PS2",2002,"Sports","Electronic Arts",0.21,0.17,0.16,0.06,0.59
"12732",13840,"Yuki Yuna is a Hero: Memory of the Forest","PSV",2015,"Action","FuRyu",0,0,0.04,0,0.04
"12733",895,"Tomb Raider (2013)","X360",2013,"Action","Square Enix",0.86,0.87,0.01,0.17,1.92
"12734",12889,"Goosebumps: The Game","3DS",2015,"Adventure","WayForward Technologies",0.05,0,0,0.01,0.05
"12735",8986,"Making History: The Great War","Wii",2010,"Strategy","Namco Bandai Games",0,0,0.15,0,0.15
"12736",2672,"Need for Speed: Porsche Unleashed","PS",1999,"Racing","Electronic Arts",0.43,0.29,0,0.05,0.77
"12737",14582,"Bladestorm: Nightmare","PS3",2015,"Action","Tecmo Koei",0,0,0.03,0,0.03
"12738",10068,"International Track & Field 2000","PS",1999,"Sports","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11
"12739",16231,"Double Sequence: The Q-Virus Invasion","DS",2008,"Puzzle","Zoo Digital Publishing",0.01,0,0,0,0.01
"12740",2857,"Crysis","PC",2007,"Shooter","Electronic Arts",0,0.69,0,0.03,0.72
"12741",6048,"DX Game of Life","PS",1996,"Misc","Takara",0,0,0.27,0.02,0.29
"12742",5540,"Power Rangers: Ninja Storm","GBA",2003,"Misc","THQ",0.24,0.09,0,0.01,0.33
"12743",12670,"Urban Chaos: Riot Response","PS2",2006,"Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06
"12744",5251,"EA Sports MMA","X360",2010,"Fighting","Electronic Arts",0.23,0.1,0,0.03,0.36
"12745",7295,"Scooby-Doo! Mystery Mayhem","GC",2004,"Action","THQ",0.17,0.04,0,0.01,0.22
"12746",11719,"The Idolmaster: Gravure For You! Vol. 3","PS3",2011,"Misc","Namco Bandai Games",0,0,0.08,0,0.08
"12747",15883,"Command & Conquer Collection","PC",2003,"Strategy","Electronic Arts",0.01,0,0,0,0.02
"12748",2075,"Zoo Tycoon DS","DS",2005,"Strategy","THQ",0.86,0.04,0.01,0.08,1
"12749",3289,"Plants vs. Zombies: Garden Warfare","PS4",2014,"Shooter","Electronic Arts",0.21,0.29,0.01,0.11,0.61
"12750",5403,"Football Manager Handheld 2008","PSP",2007,"Sports","Sega",0,0.34,0,0,0.34
"12751",10918,"Playmobil Pirates","DS",2009,"Action","Mindscape",0.08,0,0,0.01,0.09
"12752",1320,"BioShock","PS3",2008,"Shooter","Take-Two Interactive",0.75,0.49,0.01,0.21,1.45
"12753",1511,"Turok: Evolution","PS2",2002,"Shooter","Acclaim Entertainment",0.64,0.5,0,0.17,1.31
"12754",4964,"Tom Clancy's Ghost Recon 2: Summit Strike","XB",2005,"Shooter","Ubisoft",0.29,0.08,0,0.01,0.39
"12755",14055,"Nobunaga's Ambition II","3DS",2015,"Strategy","Tecmo Koei",0,0,0.04,0,0.04
"12756",1797,"The Lord of the Rings: The Return of the King","XB",2003,"Action","Electronic Arts",0.71,0.38,0,0.05,1.14
"12757",10492,"Lucha Libre AAA: Heroes del Ring","PS3",2010,"Fighting","Konami Digital Entertainment",0.1,0,0,0.01,0.1
"12758",9476,"Drakengard 2","PS2",2005,"Role-Playing","Ubisoft",0.06,0.05,0,0.02,0.13
"12759",15784,"Gears of War","PC",2007,"Shooter","Microsoft Game Studios",0,0.01,0,0,0.02
"12760",2389,"NCAA Football 13","PS3",2012,"Action","Electronic Arts",0.82,0,0,0.06,0.87
"12761",2834,"Area 51","PS",1996,"Shooter","GT Interactive",0.4,0.27,0,0.05,0.72
"12762",12842,"Virtua Tennis 3","PSP",2007,"Sports","Sega",0.02,0.03,0,0.01,0.05
"12763",11946,"Fable: The Lost Chapters","PC",2005,"Role-Playing","Microsoft Game Studios",0.01,0.05,0,0.01,0.07
"12764",4517,"Sleeping Dogs","PS4",2014,"Action","Square Enix",0.16,0.2,0,0.07,0.43
"12765",8022,"Driving Emotion Type-S","PS2",2000,"Racing","Electronic Arts",0.04,0.03,0.11,0.01,0.18
"12766",3242,"WWF in Your House","PS",1996,"Fighting","Acclaim Entertainment",0.35,0.24,0,0.04,0.62
"12767",9617,"Cabela's Dangerous Hunts 2011","DS",2010,"Sports","Activision",0.12,0,0,0.01,0.13
"12768",7973,"Blood Omen 2","XB",2002,"Action","Eidos Interactive",0.14,0.04,0,0.01,0.19
"12769",1972,"Dance on Broadway","Wii",2010,"Misc","Ubisoft",0.27,0.66,0,0.12,1.05
"12770",8208,"Dead or Alive Paradise","PSP",2010,"Misc","Ubisoft Annecy",0.07,0.02,0.07,0.02,0.17
"12771",2039,"Madden NFL 07","XB",2006,"Sports","Electronic Arts",0.97,0.03,0,0.03,1.02
"12772",12452,"Zero Escape: Zero Time Dilemma","PSV",2016,"Adventure","Aksys Games",0.03,0,0.02,0.01,0.06
"12773",7896,"Shaun White Skateboarding","Wii",2010,"Sports","Ubisoft",0.14,0.03,0,0.01,0.19
"12774",13932,"Train Simulator 2016","PC",2015,"Simulation","Unknown",0,0.04,0,0,0.04
"12775",3955,"Midnight Magic","2600",1983,"Action","Atari",0.47,0.03,0,0.01,0.5
"12776",7204,"Castlevania: Lords of Shadow 2","PS3",2014,"Action","Konami Digital Entertainment",0.03,0.13,0.02,0.04,0.22
"12777",12357,"Star Fighter","PS",1995,"Shooter","Telstar",0.04,0.02,0,0,0.06
"12778",12565,"Attack on Titan (KOEI)","PS3",2016,"Action","Tecmo Koei",0,0,0.06,0,0.06
"12779",15737,"Top Gear RPM Tuning","XB",2005,"Racing","Wanadoo",0.01,0,0,0,0.02
"12780",873,"Destiny","X360",2014,"Shooter","Activision",1.3,0.49,0,0.16,1.95
"12781",15010,"Supermodel Makeover by Lauren Luke","DS",2009,"Simulation","Avanquest",0,0.02,0,0,0.02
"12782",8145,"Godzilla (2015)","PS4",2014,"Action","Namco Bandai Games",0.1,0.03,0.02,0.03,0.18
"12783",12534,"Rock Blast","DS",2008,"Puzzle","UFO Interactive",0.06,0,0,0,0.06
"12784",6217,"The Warriors","PSP",2007,"Action","Take-Two Interactive",0.23,0.02,0,0.03,0.28
"12785",2453,"Sniper Elite V2","X360",2012,"Shooter","505 Games",0.46,0.29,0.02,0.07,0.85
"12786",10730,"Cubic Ninja","3DS",2011,"Platform","Ubisoft",0.05,0.04,0,0.01,0.1
"12787",11448,"ToraDora Portable!","PSP",2009,"Adventure","Namco Bandai Games",0,0,0.08,0,0.08
"12788",14772,"Clannad","X360",2008,"Adventure","Prototype",0,0,0.03,0,0.03
"12789",13931,"Jikkyou Powerful Major League","GC",2006,"Sports","Konami Digital Entertainment",0,0,0.04,0,0.04
"12790",10139,"Lost in Blue","DS",2005,"Adventure","Konami Digital Entertainment",0.07,0.02,0.02,0.01,0.11
"12791",8337,"MotoGP 09/10","X360",2010,"Racing","Capcom",0.07,0.09,0,0.02,0.17
"12792",12547,"Darksiders II","XOne",2015,"Action","Nordic Games",0.03,0.02,0,0.01,0.06
"12793",13346,"Wonder World Amusement Park","Wii",2008,"Misc","Majesco Entertainment",0.04,0,0,0,0.05
"12794",10605,"Bejeweled Twist","DS",2010,"Puzzle","PopCap Games",0,0.09,0,0.01,0.1
"12795",9042,"Pinball Hall of Fame: The Gottlieb Collection","Wii",2006,"Misc","System 3 Arcade Software",0.13,0,0,0.01,0.14
"12796",10829,"Taiko no Tatsujin: Don Don! Mystery Adventure","3DS",2016,"Action","Namco Bandai Games",0,0,0.09,0,0.09
"12797",8800,"The Fairly Odd Parents: Clash with the Anti-World","GBA",2005,"Adventure","THQ",0.11,0.04,0,0,0.15
"12798",11316,"Monster Jam: Path of Destruction","PSP",2010,"Racing","Activision",0.07,0,0,0.01,0.08
"12799",3373,"Scribblenauts: Unlimited","3DS",2012,"Action","Warner Bros. Interactive Entertainment",0.55,0.01,0,0.04,0.6
"12800",7061,"Risen 2: Dark Waters","PC",2012,"Role-Playing","Deep Silver",0,0.19,0,0.04,0.23
"12801",11010,"Justice League Heroes","DS",2006,"Role-Playing","Eidos Interactive",0.08,0,0,0.01,0.09
"12802",6322,"The Adventures of Tintin: The Game","PS3",2011,"Action","Ubisoft",0.06,0.16,0,0.05,0.27
"12803",10071,"Stubbs the Zombie in Rebel Without a Pulse","XB",2005,"Action","THQ",0.08,0.02,0,0,0.11
"12804",5026,"Tales of Zestiria","PS4",2015,"Role-Playing","Namco Bandai Games",0.16,0.15,0.02,0.06,0.38
"12805",12109,"Super Real Mahjong Graffiti","SAT",1995,"Misc","Seta Corporation",0,0,0.07,0,0.07
"12806",6401,"Final Doom","PS",1995,"Shooter","GT Interactive",0.15,0.1,0,0.02,0.27
"12807",16170,"Order Up!!","3DS",2011,"Action","Funbox Media",0,0.01,0,0,0.01
"12808",14634,"The Great Mystery Hidden Object Package 5","PC",2015,"Adventure","Rondomedia",0,0.03,0,0,0.03
"12809",15945,"UNO 52","DS",2006,"Misc","Zoo Digital Publishing",0.01,0,0,0,0.02
"12810",5625,"Minute to Win It","X360",2011,"Misc","Zoo Games",0.3,0,0,0.02,0.32
"12811",1661,"Star Wars Episode 1: Jedi Power Battles","PS",1999,"Action","LucasArts",0.66,0.48,0.01,0.06,1.21
"12812",9415,"Jikkyou Powerful Pro Yakyuu 2011 Ketteiban","PSP",2011,"Sports","Konami Digital Entertainment",0,0,0.13,0,0.13
"12813",7149,"Mary-Kate and Ashley: Sweet 16 - Licenced to Drive","GC",2003,"Misc","Acclaim Entertainment",0.17,0.04,0,0.01,0.22
"12814",336,"Pokémon Trading Card Game","GB",1998,"Strategy","Nintendo",1.49,0.73,1.38,0.1,3.7
"12815",4277,"Madden NFL 12","Wii",2011,"Sports","Electronic Arts",0.43,0,0,0.03,0.46
"12816",11436,"Pop'n Music","Wii",2009,"Misc","Konami Digital Entertainment",0.07,0,0,0.01,0.08
"12817",3127,"Dead or Alive 5","PS3",2012,"Fighting","Tecmo Koei",0.23,0.15,0.2,0.07,0.65
"12818",10683,"Kung Fu Panda 2","PS3",2011,"Action","THQ",0.04,0.04,0,0.02,0.1
"12819",11025,"Jimmie Johnson's Anything With an Engine","X360",2011,"Racing","Konami Digital Entertainment",0.08,0,0,0.01,0.09
"12820",1875,"Yakuza 2","PS2",2006,"Adventure","Sega",0.05,0.04,0.84,0.16,1.09
"12821",9911,"Etrian Odyssey V","3DS",2016,"Role-Playing","Atlus",0,0,0.12,0,0.12
"12822",13348,"Game of Thrones (Telltale)","PS4",2015,"Adventure","Telltale Games",0.04,0,0,0.01,0.05
"12823",1993,"Dragon Ball Z: Budokai Tenkaichi 3","Wii",2007,"Fighting","Atari",0.33,0.37,0.26,0.09,1.04
"12824",6985,"Cabela's Big Game Hunter 2012","PS3",2011,"Sports","Activision",0.17,0.03,0,0.03,0.23
"12825",8492,"Pen 1 Grand Prix: Penguin no Mondai Special","DS",2009,"Fighting","Konami Digital Entertainment",0,0,0.16,0,0.16
"12826",10698,"Code Lyoko: Quest for Infinity","Wii",2007,"Action","Game Factory",0.07,0.02,0,0.01,0.1
"12827",2427,"Dynasty Warriors 4: Xtreme Legends","PS2",2003,"Action","Tecmo Koei",0.17,0.13,0.51,0.04,0.86
"12828",229,"Forza Motorsport 4","X360",2011,"Racing","Microsoft Game Studios",2.08,2.04,0.06,0.47,4.64
"12829",11881,"Hakuouki: Yuugi Roku","PSP",2010,"Adventure","Idea Factory",0,0,0.07,0,0.07
"12830",1111,"Go Vacation","Wii",2011,"Misc","Namco Bandai Games",0.48,0.68,0.33,0.16,1.65
"12831",15269,"Shiratsuyu no Kai","PSP",2013,"Adventure","Idea Factory",0,0,0.02,0,0.02
"12832",12429,"DreamWorks Super Star Kartz","X360",2011,"Racing","Activision",0.05,0.01,0,0,0.06
"12833",12544,"Little League World Series Baseball 2008","DS",2008,"Sports","Activision",0.06,0,0,0,0.06
"12834",3224,"Sonic & All-Stars Racing Transformed","X360",2012,"Racing","Sega",0.2,0.37,0,0.06,0.63
"12835",2666,"Air Raid","2600",1981,"Action","Men-A-Vision",0.72,0.04,0,0.01,0.77
"12836",14074,"Tao Adventure: Curse Demon","DS",2005,"Role-Playing","Konami Digital Entertainment",0.03,0,0,0,0.04
"12837",11069,"Jambo! Safari Animal Rescue","Wii",2009,"Simulation","Sega",0.07,0.01,0,0.01,0.09
"12838",1378,"Gran Turismo 4 Prologue","PS2",2003,"Racing","Sony Computer Entertainment",0,0.47,0.77,0.17,1.41
"12839",6624,"Surfing H3O","PS2",2000,"Sports","Take-Two Interactive",0.12,0.1,0,0.03,0.25
"12840",2242,"Brothers in Arms: Hell's Highway","PS3",2008,"Shooter","Ubisoft",0.44,0.34,0,0.15,0.93
"12841",7251,"Lethal Skies Elite Pilot: Team SW","PS2",2001,"Simulation","Sammy Corporation",0.11,0.08,0,0.03,0.22
"12842",15988,"Hotel Giant DS","DS",2008,"Simulation","Nobilis",0,0.01,0,0,0.01
"12843",14397,"Airship Q","PSV",2015,"Platform","Cygames",0,0,0.03,0,0.03
"12844",10712,"Ben 10 Galactic Racing","X360",2011,"Racing","D3Publisher",0.07,0.02,0,0.01,0.1
"12845",12274,"Kanon","DC",2000,"Adventure","NEC Interchannel",0,0,0.06,0,0.06
"12846",3673,"SpongeBob SquarePants: SuperSponge","GBA",2001,"Action","THQ",0.39,0.15,0,0.01,0.55
"12847",15318,"Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa","DS",2007,"Adventure","Marvelous Interactive",0,0,0.02,0,0.02
"12848",4358,"Yu-Gi-Oh! Destiny Board Traveler","GBA",2004,"Misc","Konami Digital Entertainment",0.32,0.12,0,0.01,0.45
"12849",4351,"My Fashion Studio","DS",2007,"Misc","Ubisoft",0.41,0.01,0,0.03,0.45
"12850",9247,"I Spy: Universe","DS",2010,"Puzzle","Scholastic Inc.",0.13,0,0,0.01,0.14
"12851",6360,"The Penguins of Madagascar","DS",2010,"Action","THQ",0.13,0.12,0,0.02,0.27
"12852",2478,"Time Crisis 4","PS3",2007,"Shooter","Namco Bandai Games",0.32,0.33,0.05,0.14,0.84
